Age Group,State,State Code,Yearly July 1st Estimates,Population
5-9 years,Minnesota,27,2002,345961
5-9 years,Minnesota,27,2003,342230
5-9 years,Minnesota,27,2004,339509
5-9 years,Minnesota,27,2005,338562
5-9 years,Minnesota,27,2006,340828
5-9 years,Minnesota,27,2007,342932
5-9 years,Minnesota,27,2008,347065
5-9 years,Minnesota,27,2009,352949
5-9 years,Minnesota,27,2010,355491
5-9 years,Minnesota,27,2011,357129
5-9 years,Minnesota,27,2012,360899
5-9 years,Minnesota,27,2013,363456
5-9 years,Minnesota,27,2014,362340
5-9 years,Minnesota,27,2015,361754
5-9 years,Minnesota,27,2016,361397
5-9 years,Minnesota,27,2017,360777
5-9 years,Minnesota,27,2018,360862
5-9 years,Minnesota,27,2019,363023
5-9 years,Minnesota,27,2020,363435
5-9 years,Mississippi,28,1990,205198
5-9 years,Mississippi,28,1991,203165
5-9 years,Mississippi,28,1992,201628
5-9 years,Mississippi,28,1993,199825
5-9 years,Mississippi,28,1994,201575
5-9 years,Mississippi,28,1995,203388
5-9 years,Mississippi,28,1996,206226
5-9 years,Mississippi,28,1997,211982
5-9 years,Mississippi,28,1998,214776
5-9 years,Mississippi,28,1999,216879
5-9 years,Mississippi,28,2000,215355
5-9 years,Mississippi,28,2001,210910
5-9 years,Mississippi,28,2002,206467
5-9 years,Mississippi,28,2003,202849
5-9 years,Mississippi,28,2004,201879
5-9 years,Mississippi,28,2005,201392
5-9 years,Mississippi,28,2006,201432
5-9 years,Mississippi,28,2007,203227
5-9 years,Mississippi,28,2008,203444
5-9 years,Mississippi,28,2009,205208
5-9 years,Mississippi,28,2010,205250
5-9 years,Mississippi,28,2011,205210
5-9 years,Mississippi,28,2012,208254
5-9 years,Mississippi,28,2013,209862
5-9 years,Mississippi,28,2014,209630
5-9 years,Mississippi,28,2015,207089
5-9 years,Mississippi,28,2016,203499
5-9 years,Mississippi,28,2017,198023
5-9 years,Mississippi,28,2018,192870
5-9 years,Mississippi,28,2019,189365
5-9 years,Mississippi,28,2020,187645
5-9 years,Missouri,29,1990,376008
5-9 years,Missouri,29,1991,377700
5-9 years,Missouri,29,1992,377955
5-9 years,Missouri,29,1993,378934
5-9 years,Missouri,29,1994,382597
5-9 years,Missouri,29,1995,388017
5-9 years,Missouri,29,1996,393579
5-9 years,Missouri,29,1997,398988
5-9 years,Missouri,29,1998,403093
5-9 years,Missouri,29,1999,401327
5-9 years,Missouri,29,2000,396988
5-9 years,Missouri,29,2001,390824
5-9 years,Missouri,29,2002,384330
5-9 years,Missouri,29,2003,380541
5-9 years,Missouri,29,2004,378177
5-9 years,Missouri,29,2005,378291
5-9 years,Missouri,29,2006,381157
5-9 years,Missouri,29,2007,384465
5-9 years,Missouri,29,2008,385829
5-9 years,Missouri,29,2009,388223
5-9 years,Missouri,29,2010,390337
5-9 years,Missouri,29,2011,389650
5-9 years,Missouri,29,2012,390902
5-9 years,Missouri,29,2013,391961
5-9 years,Missouri,29,2014,389755
5-9 years,Missouri,29,2015,387224
5-9 years,Missouri,29,2016,384528
5-9 years,Missouri,29,2017,381617
5-9 years,Missouri,29,2018,378486
5-9 years,Missouri,29,2019,378829
5-9 years,Missouri,29,2020,379136
5-9 years,Montana,30,1990,65229
5-9 years,Montana,30,1991,65230
5-9 years,Montana,30,1992,65794
5-9 years,Montana,30,1993,66056
5-9 years,Montana,30,1994,66080
5-9 years,Montana,30,1995,65347
5-9 years,Montana,30,1996,64452
5-9 years,Montana,30,1997,63501
5-9 years,Montana,30,1998,63255
5-9 years,Montana,30,1999,62616
5-9 years,Montana,30,2000,61650
5-9 years,Montana,30,2001,60050
5-9 years,Montana,30,2002,58536
5-9 years,Montana,30,2003,57643
5-9 years,Montana,30,2004,57603
5-9 years,Montana,30,2005,57502
5-9 years,Montana,30,2006,58149
5-9 years,Montana,30,2007,58937
5-9 years,Montana,30,2008,60005
5-9 years,Montana,30,2009,60431
5-9 years,Montana,30,2010,60802
5-9 years,Montana,30,2011,61364
5-9 years,Montana,30,2012,62308
5-9 years,Montana,30,2013,63451
5-9 years,Montana,30,2014,63981
5-9 years,Montana,30,2015,64189
5-9 years,Montana,30,2016,64069
5-9 years,Montana,30,2017,63887
5-9 years,Montana,30,2018,63595
5-9 years,Montana,30,2019,64018
5-9 years,Montana,30,2020,64831
5-9 years,Nebraska,31,1990,125585
5-9 years,Nebraska,31,1991,125766
5-9 years,Nebraska,31,1992,124425
5-9 years,Nebraska,31,1993,123678
5-9 years,Nebraska,31,1994,123943
5-9 years,Nebraska,31,1995,123956
5-9 years,Nebraska,31,1996,123856
5-9 years,Nebraska,31,1997,124401
5-9 years,Nebraska,31,1998,124484
5-9 years,Nebraska,31,1999,124124
5-9 years,Nebraska,31,2000,122881
5-9 years,Nebraska,31,2001,120900
5-9 years,Nebraska,31,2002,119449
5-9 years,Nebraska,31,2003,118240
5-9 years,Nebraska,31,2004,118118
5-9 years,Nebraska,31,2005,118041
5-9 years,Nebraska,31,2006,119374
5-9 years,Nebraska,31,2007,120767
5-9 years,Nebraska,31,2008,123980
5-9 years,Nebraska,31,2009,126785
5-9 years,Nebraska,31,2010,129206
5-9 years,Nebraska,31,2011,130397
5-9 years,Nebraska,31,2012,131827
5-9 years,Nebraska,31,2013,132985
5-9 years,Nebraska,31,2014,133336
5-9 years,Nebraska,31,2015,133414
5-9 years,Nebraska,31,2016,133268
5-9 years,Nebraska,31,2017,132913
5-9 years,Nebraska,31,2018,132435
5-9 years,Nebraska,31,2019,132469
5-9 years,Nebraska,31,2020,133064
5-9 years,Nevada,32,1990,90469
5-9 years,Nevada,32,1991,92581
5-9 years,Nevada,32,1992,95577
5-9 years,Nevada,32,1993,100407
5-9 years,Nevada,32,1994,107218
5-9 years,Nevada,32,1995,113742
5-9 years,Nevada,32,1996,121183
5-9 years,Nevada,32,1997,128608
5-9 years,Nevada,32,1998,137031
5-9 years,Nevada,32,1999,144042
5-9 years,Nevada,32,2000,149749
5-9 years,Nevada,32,2001,152577
5-9 years,Nevada,32,2002,154924
5-9 years,Nevada,32,2003,156295
5-9 years,Nevada,32,2004,160036
5-9 years,Nevada,32,2005,163452
5-9 years,Nevada,32,2006,167763
5-9 years,Nevada,32,2007,172980
5-9 years,Nevada,32,2008,177236
5-9 years,Nevada,32,2009,181223
5-9 years,Nevada,32,2010,182664
5-9 years,Nevada,32,2011,181712
5-9 years,Nevada,32,2012,183815
5-9 years,Nevada,32,2013,186302
5-9 years,Nevada,32,2014,187905
5-9 years,Nevada,32,2015,190137
5-9 years,Nevada,32,2016,191738
5-9 years,Nevada,32,2017,191073
5-9 years,Nevada,32,2018,191780
5-9 years,Nevada,32,2019,193644
5-9 years,Nevada,32,2020,195109
5-9 years,New Hampshire,33,1990,79627
5-9 years,New Hampshire,33,1991,81665
5-9 years,New Hampshire,33,1992,83566
5-9 years,New Hampshire,33,1993,85484
5-9 years,New Hampshire,33,1994,88198
5-9 years,New Hampshire,33,1995,89940
5-9 years,New Hampshire,33,1996,90093
5-9 years,New Hampshire,33,1997,90321
5-9 years,New Hampshire,33,1998,90521
5-9 years,New Hampshire,33,1999,89400
5-9 years,New Hampshire,33,2000,88330
5-9 years,New Hampshire,33,2001,86839
5-9 years,New Hampshire,33,2002,85608
5-9 years,New Hampshire,33,2003,83913
5-9 years,New Hampshire,33,2004,82435
5-9 years,New Hampshire,33,2005,80500
5-9 years,New Hampshire,33,2006,79726
5-9 years,New Hampshire,33,2007,78644
5-9 years,New Hampshire,33,2008,77980
5-9 years,New Hampshire,33,2009,77528
5-9 years,New Hampshire,33,2010,77446
5-9 years,New Hampshire,33,2011,76349
5-9 years,New Hampshire,33,2012,75281
5-9 years,New Hampshire,33,2013,74077
5-9 years,New Hampshire,33,2014,72633
5-9 years,New Hampshire,33,2015,71417
5-9 years,New Hampshire,33,2016,70768
5-9 years,New Hampshire,33,2017,69708
5-9 years,New Hampshire,33,2018,69456
5-9 years,New Hampshire,33,2019,68954
5-9 years,New Hampshire,33,2020,68591
5-9 years,New Jersey,34,1990,493362
5-9 years,New Jersey,34,1991,502974
5-9 years,New Jersey,34,1992,515139
5-9 years,New Jersey,34,1993,530906
5-9 years,New Jersey,34,1994,551265
5-9 years,New Jersey,34,1995,570376
5-9 years,New Jersey,34,1996,585914
5-9 years,New Jersey,34,1997,596501
5-9 years,New Jersey,34,1998,601960
5-9 years,New Jersey,34,1999,604736
5-9 years,New Jersey,34,2000,601770
5-9 years,New Jersey,34,2001,596437
5-9 years,New Jersey,34,2002,589990
5-9 years,New Jersey,34,2003,582075
5-9 years,New Jersey,34,2004,574101
5-9 years,New Jersey,34,2005,567678
5-9 years,New Jersey,34,2006,561481
5-9 years,New Jersey,34,2007,558388
5-9 years,New Jersey,34,2008,560357
5-9 years,New Jersey,34,2009,565485
5-9 years,New Jersey,34,2010,563529
5-9 years,New Jersey,34,2011,560218
5-9 years,New Jersey,34,2012,558890
5-9 years,New Jersey,34,2013,555582
5-9 years,New Jersey,34,2014,548953
5-9 years,New Jersey,34,2015,543702
5-9 years,New Jersey,34,2016,541058
5-9 years,New Jersey,34,2017,537708
5-9 years,New Jersey,34,2018,534349
5-9 years,New Jersey,34,2019,533575
5-9 years,New Jersey,34,2020,532324
5-9 years,New Mexico,35,1990,131562
5-9 years,New Mexico,35,1991,132340
5-9 years,New Mexico,35,1992,133122
5-9 years,New Mexico,35,1993,134963
5-9 years,New Mexico,35,1994,136374
5-9 years,New Mexico,35,1995,138103
5-9 years,New Mexico,35,1996,139347
5-9 years,New Mexico,35,1997,142392
5-9 years,New Mexico,35,1998,143206
5-9 years,New Mexico,35,1999,142803
5-9 years,New Mexico,35,2000,140258
5-9 years,New Mexico,35,2001,135987
5-9 years,New Mexico,35,2002,132909
5-9 years,New Mexico,35,2003,129822
5-9 years,New Mexico,35,2004,129024
5-9 years,New Mexico,35,2005,129432
5-9 years,New Mexico,35,2006,130787
5-9 years,New Mexico,35,2007,133352
5-9 years,New Mexico,35,2008,136296
5-9 years,New Mexico,35,2009,139965
5-9 years,New Mexico,35,2010,143508
5-9 years,New Mexico,35,2011,144216
5-9 years,New Mexico,35,2012,144854
5-9 years,New Mexico,35,2013,144948
5-9 years,New Mexico,35,2014,143739
5-9 years,New Mexico,35,2015,142012
5-9 years,New Mexico,35,2016,140271
5-9 years,New Mexico,35,2017,137565
5-9 years,New Mexico,35,2018,135089
5-9 years,New Mexico,35,2019,133072
5-9 years,New Mexico,35,2020,131348
5-9 years,New York,36,1990,1168416
5-9 years,New York,36,1991,1192175
5-9 years,New York,36,1992,1212908
5-9 years,New York,36,1993,1237188
5-9 years,New York,36,1994,1272351
5-9 years,New York,36,1995,1308437
5-9 years,New York,36,1996,1340224
5-9 years,New York,36,1997,1362332
5-9 years,New York,36,1998,1363961
5-9 years,New York,36,1999,1363341
5-9 years,New York,36,2000,1344149
5-9 years,New York,36,2001,1314915
5-9 years,New York,36,2002,1280742
5-9 years,New York,36,2003,1245951
5-9 years,New York,36,2004,1212272
5-9 years,New York,36,2005,1180763
5-9 years,New York,36,2006,1164565
5-9 years,New York,36,2007,1154883
5-9 years,New York,36,2008,1154965
5-9 years,New York,36,2009,1161715
5-9 years,New York,36,2010,1161713
5-9 years,New York,36,2011,1155464
5-9 years,New York,36,2012,1153273
5-9 years,New York,36,2013,1148534
5-9 years,New York,36,2014,1135703
5-9 years,New York,36,2015,1130265
5-9 years,New York,36,2016,1130206
5-9 years,New York,36,2017,1125614
5-9 years,New York,36,2018,1121194
5-9 years,New York,36,2019,1119219
5-9 years,New York,36,2020,1114413
5-9 years,North Carolina,37,1990,440810
5-9 years,North Carolina,37,1991,445435
5-9 years,North Carolina,37,1992,454899
5-9 years,North Carolina,37,1993,468073
5-9 years,North Carolina,37,1994,487609
5-9 years,North Carolina,37,1995,506392
5-9 years,North Carolina,37,1996,524866
5-9 years,North Carolina,37,1997,542104
5-9 years,North Carolina,37,1998,553512
5-9 years,North Carolina,37,1999,558932
5-9 years,North Carolina,37,2000,560391
5-9 years,North Carolina,37,2001,556011
5-9 years,North Carolina,37,2002,552145
5-9 years,North Carolina,37,2003,551787
5-9 years,North Carolina,37,2004,555015
5-9 years,North Carolina,37,2005,565112
5-9 years,North Carolina,37,2006,586053
5-9 years,North Carolina,37,2007,606930
5-9 years,North Carolina,37,2008,620441
5-9 years,North Carolina,37,2009,630342
5-9 years,North Carolina,37,2010,635216
5-9 years,North Carolina,37,2011,635387
5-9 years,North Carolina,37,2012,640459
5-9 years,North Carolina,37,2013,644500
5-9 years,North Carolina,37,2014,643849
5-9 years,North Carolina,37,2015,641889
5-9 years,North Carolina,37,2016,638448
5-9 years,North Carolina,37,2017,634135
5-9 years,North Carolina,37,2018,629750
5-9 years,North Carolina,37,2019,630413
5-9 years,North Carolina,37,2020,632113
5-9 years,North Dakota,38,1990,50306
5-9 years,North Dakota,38,1991,50366
5-9 years,North Dakota,38,1992,49441
5-9 years,North Dakota,38,1993,48486
5-9 years,North Dakota,38,1994,47983
5-9 years,North Dakota,38,1995,47327
5-9 years,North Dakota,38,1996,45864
5-9 years,North Dakota,38,1997,44929
5-9 years,North Dakota,38,1998,44157
5-9 years,North Dakota,38,1999,43592
5-9 years,North Dakota,38,2000,42674
5-9 years,North Dakota,38,2001,41482
5-9 years,North Dakota,38,2002,40437
5-9 years,North Dakota,38,2003,39866
5-9 years,North Dakota,38,2004,39155
5-9 years,North Dakota,38,2005,38755
5-9 years,North Dakota,38,2006,38214
5-9 years,North Dakota,38,2007,38304
5-9 years,North Dakota,38,2008,38530
5-9 years,North Dakota,38,2009,39284
5-9 years,North Dakota,38,2010,40393
5-9 years,North Dakota,38,2011,41949
5-9 years,North Dakota,38,2012,44243
5-9 years,North Dakota,38,2013,46830
5-9 years,North Dakota,38,2014,48461
5-9 years,North Dakota,38,2015,49863
5-9 years,North Dakota,38,2016,49766
5-9 years,North Dakota,38,2017,49681
5-9 years,North Dakota,38,2018,50329
5-9 years,North Dakota,38,2019,51179
5-9 years,North Dakota,38,2020,52006
5-9 years,Ohio,39,1990,782292
5-9 years,Ohio,39,1991,787115
5-9 years,Ohio,39,1992,788270
5-9 years,Ohio,39,1993,789615
5-9 years,Ohio,39,1994,798769
5-9 years,Ohio,39,1995,804136
5-9 years,Ohio,39,1996,809124
5-9 years,Ohio,39,1997,819544
5-9 years,Ohio,39,1998,822281
5-9 years,Ohio,39,1999,820559
5-9 years,Ohio,39,2000,811670
5-9 years,Ohio,39,2001,798069
5-9 years,Ohio,39,2002,782151
5-9 years,Ohio,39,2003,771291
5-9 years,Ohio,39,2004,763304
5-9 years,Ohio,39,2005,757828
5-9 years,Ohio,39,2006,756475
5-9 years,Ohio,39,2007,755051
5-9 years,Ohio,39,2008,752633
5-9 years,Ohio,39,2009,751617
5-9 years,Ohio,39,2010,745281
5-9 years,Ohio,39,2011,737955
5-9 years,Ohio,39,2012,735644
5-9 years,Ohio,39,2013,733870
5-9 years,Ohio,39,2014,728583
5-9 years,Ohio,39,2015,723002
5-9 years,Ohio,39,2016,716384
5-9 years,Ohio,39,2017,710969
5-9 years,Ohio,39,2018,708501
5-9 years,Ohio,39,2019,709418
5-9 years,Ohio,39,2020,710741
5-9 years,Oklahoma,40,1990,243310
5-9 years,Oklahoma,40,1991,243204
5-9 years,Oklahoma,40,1992,242164
5-9 years,Oklahoma,40,1993,240110
5-9 years,Oklahoma,40,1994,240895
5-9 years,Oklahoma,40,1995,242674
5-9 years,Oklahoma,40,1996,244088
5-9 years,Oklahoma,40,1997,247216
5-9 years,Oklahoma,40,1998,249233
5-9 years,Oklahoma,40,1999,247229
5-9 years,Oklahoma,40,2000,243036
5-9 years,Oklahoma,40,2001,238386
5-9 years,Oklahoma,40,2002,234909
5-9 years,Oklahoma,40,2003,234251
5-9 years,Oklahoma,40,2004,234422
5-9 years,Oklahoma,40,2005,236418
5-9 years,Oklahoma,40,2006,241469
5-9 years,Oklahoma,40,2007,246929
5-9 years,Oklahoma,40,2008,250053
5-9 years,Oklahoma,40,2009,254971
5-9 years,Oklahoma,40,2010,259907
5-9 years,Oklahoma,40,2011,261973
5-9 years,Oklahoma,40,2012,265594
5-9 years,Oklahoma,40,2013,269440
5-9 years,Oklahoma,40,2014,270539
5-9 years,Oklahoma,40,2015,271466
5-9 years,Oklahoma,40,2016,271769
5-9 years,Oklahoma,40,2017,269520
5-9 years,Oklahoma,40,2018,268449
5-9 years,Oklahoma,40,2019,268427
5-9 years,Oklahoma,40,2020,269174
5-9 years,Oregon,41,1990,212748
5-9 years,Oregon,41,1991,213467
5-9 years,Oregon,41,1992,215666
5-9 years,Oregon,41,1993,216425
5-9 years,Oregon,41,1994,220531
5-9 years,Oregon,41,1995,224835
5-9 years,Oregon,41,1996,227455
5-9 years,Oregon,41,1997,231255
5-9 years,Oregon,41,1998,233648
5-9 years,Oregon,41,1999,234335
5-9 years,Oregon,41,2000,233577
5-9 years,Oregon,41,2001,230826
5-9 years,Oregon,41,2002,229092
5-9 years,Oregon,41,2003,227383
5-9 years,Oregon,41,2004,226474
5-9 years,Oregon,41,2005,227049
5-9 years,Oregon,41,2006,230153
5-9 years,Oregon,41,2007,231491
5-9 years,Oregon,41,2008,234517
5-9 years,Oregon,41,2009,236088
5-9 years,Oregon,41,2010,236990
5-9 years,Oregon,41,2011,237511
5-9 years,Oregon,41,2012,239307
5-9 years,Oregon,41,2013,240692
5-9 years,Oregon,41,2014,241627
5-9 years,Oregon,41,2015,243426
5-9 years,Oregon,41,2016,244687
5-9 years,Oregon,41,2017,244087
5-9 years,Oregon,41,2018,242518
5-9 years,Oregon,41,2019,242538
5-9 years,Oregon,41,2020,241871
5-9 years,Pennsylvania,42,1990,783401
5-9 years,Pennsylvania,42,1991,794815
5-9 years,Pennsylvania,42,1992,804724
5-9 years,Pennsylvania,42,1993,814449
5-9 years,Pennsylvania,42,1994,828186
5-9 years,Pennsylvania,42,1995,838835
5-9 years,Pennsylvania,42,1996,842558
5-9 years,Pennsylvania,42,1997,847987
5-9 years,Pennsylvania,42,1998,848226
5-9 years,Pennsylvania,42,1999,838719
5-9 years,Pennsylvania,42,2000,822683
5-9 years,Pennsylvania,42,2001,803825
5-9 years,Pennsylvania,42,2002,784880
5-9 years,Pennsylvania,42,2003,767844
5-9 years,Pennsylvania,42,2004,754754
5-9 years,Pennsylvania,42,2005,746114
5-9 years,Pennsylvania,42,2006,746070
5-9 years,Pennsylvania,42,2007,746215
5-9 years,Pennsylvania,42,2008,749392
5-9 years,Pennsylvania,42,2009,752787
5-9 years,Pennsylvania,42,2010,752270
5-9 years,Pennsylvania,42,2011,749332
5-9 years,Pennsylvania,42,2012,749363
5-9 years,Pennsylvania,42,2013,747567
5-9 years,Pennsylvania,42,2014,741783
5-9 years,Pennsylvania,42,2015,737641
5-9 years,Pennsylvania,42,2016,733356
5-9 years,Pennsylvania,42,2017,730043
5-9 years,Pennsylvania,42,2018,726835
5-9 years,Pennsylvania,42,2019,727113
5-9 years,Pennsylvania,42,2020,725467
5-9 years,Rhode Island,44,1990,63013
5-9 years,Rhode Island,44,1991,64033
5-9 years,Rhode Island,44,1992,64637
5-9 years,Rhode Island,44,1993,66092
5-9 years,Rhode Island,44,1994,67368
5-9 years,Rhode Island,44,1995,69010
5-9 years,Rhode Island,44,1996,70151
5-9 years,Rhode Island,44,1997,71394
5-9 years,Rhode Island,44,1998,71571
5-9 years,Rhode Island,44,1999,72625
5-9 years,Rhode Island,44,2000,71629
5-9 years,Rhode Island,44,2001,70064
5-9 years,Rhode Island,44,2002,68726
5-9 years,Rhode Island,44,2003,67516
5-9 years,Rhode Island,44,2004,65871
5-9 years,Rhode Island,44,2005,64089
5-9 years,Rhode Island,44,2006,62766
5-9 years,Rhode Island,44,2007,61614
5-9 years,Rhode Island,44,2008,60974
5-9 years,Rhode Island,44,2009,60799
5-9 years,Rhode Island,44,2010,60427
5-9 years,Rhode Island,44,2011,60141
5-9 years,Rhode Island,44,2012,59633
5-9 years,Rhode Island,44,2013,59002
5-9 years,Rhode Island,44,2014,57830
5-9 years,Rhode Island,44,2015,56866
5-9 years,Rhode Island,44,2016,56195
5-9 years,Rhode Island,44,2017,55658
5-9 years,Rhode Island,44,2018,55179
5-9 years,Rhode Island,44,2019,54998
5-9 years,Rhode Island,44,2020,55021
5-9 years,South Carolina,45,1990,253215
5-9 years,South Carolina,45,1991,255417
5-9 years,South Carolina,45,1992,256626
5-9 years,South Carolina,45,1993,259209
5-9 years,South Carolina,45,1994,266356
5-9 years,South Carolina,45,1995,273292
5-9 years,South Carolina,45,1996,281893
5-9 years,South Carolina,45,1997,289878
5-9 years,South Carolina,45,1998,292015
5-9 years,South Carolina,45,1999,289113
5-9 years,South Carolina,45,2000,283789
5-9 years,South Carolina,45,2001,277807
5-9 years,South Carolina,45,2002,273081
5-9 years,South Carolina,45,2003,270513
5-9 years,South Carolina,45,2004,270258
5-9 years,South Carolina,45,2005,273450
5-9 years,South Carolina,45,2006,279705
5-9 years,South Carolina,45,2007,285880
5-9 years,South Carolina,45,2008,290385
5-9 years,South Carolina,45,2009,294559
5-9 years,South Carolina,45,2010,295716
5-9 years,South Carolina,45,2011,296329
5-9 years,South Carolina,45,2012,301066
5-9 years,South Carolina,45,2013,304978
5-9 years,South Carolina,45,2014,308020
5-9 years,South Carolina,45,2015,310305
5-9 years,South Carolina,45,2016,310569
5-9 years,South Carolina,45,2017,308523
5-9 years,South Carolina,45,2018,307020
5-9 years,South Carolina,45,2019,307379
5-9 years,South Carolina,45,2020,308821
5-9 years,South Dakota,46,1990,58554
5-9 years,South Dakota,46,1991,58236
5-9 years,South Dakota,46,1992,58530
5-9 years,South Dakota,46,1993,57949
5-9 years,South Dakota,46,1994,57607
5-9 years,South Dakota,46,1995,57082
5-9 years,South Dakota,46,1996,56142
5-9 years,South Dakota,46,1997,56146
5-9 years,South Dakota,46,1998,55863
5-9 years,South Dakota,46,1999,55266
5-9 years,South Dakota,46,2000,54225
5-9 years,South Dakota,46,2001,53603
5-9 years,South Dakota,46,2002,52654
5-9 years,South Dakota,46,2003,51935
5-9 years,South Dakota,46,2004,51800
5-9 years,South Dakota,46,2005,52076
5-9 years,South Dakota,46,2006,52108
5-9 years,South Dakota,46,2007,52823
5-9 years,South Dakota,46,2008,53643
5-9 years,South Dakota,46,2009,54617
5-9 years,South Dakota,46,2010,55826
5-9 years,South Dakota,46,2011,56944
5-9 years,South Dakota,46,2012,58621
5-9 years,South Dakota,46,2013,60027
5-9 years,South Dakota,46,2014,60241
5-9 years,South Dakota,46,2015,60531
5-9 years,South Dakota,46,2016,60725
5-9 years,South Dakota,46,2017,60919
5-9 years,South Dakota,46,2018,60701
5-9 years,South Dakota,46,2019,61136
5-9 years,South Dakota,46,2020,61387
5-9 years,Tennessee,47,1990,335023
5-9 years,Tennessee,47,1991,336170
5-9 years,Tennessee,47,1992,340312
5-9 years,Tennessee,47,1993,346251
5-9 years,Tennessee,47,1994,356034
5-9 years,Tennessee,47,1995,366109
5-9 years,Tennessee,47,1996,375172
5-9 years,Tennessee,47,1997,383983
5-9 years,Tennessee,47,1998,390411
5-9 years,Tennessee,47,1999,394276
5-9 years,Tennessee,47,2000,394011
5-9 years,Tennessee,47,2001,389791
5-9 years,Tennessee,47,2002,385722
5-9 years,Tennessee,47,2003,384932
5-9 years,Tennessee,47,2004,386113
5-9 years,Tennessee,47,2005,390176
5-9 years,Tennessee,47,2006,398826
5-9 years,Tennessee,47,2007,404615
5-9 years,Tennessee,47,2008,410143
5-9 years,Tennessee,47,2009,411618
5-9 years,Tennessee,47,2010,411807
5-9 years,Tennessee,47,2011,412030
5-9 years,Tennessee,47,2012,415263
5-9 years,Tennessee,47,2013,418584
5-9 years,Tennessee,47,2014,418910
5-9 years,Tennessee,47,2015,417704
5-9 years,Tennessee,47,2016,416192
5-9 years,Tennessee,47,2017,415010
5-9 years,Tennessee,47,2018,413019
5-9 years,Tennessee,47,2019,413520
5-9 years,Tennessee,47,2020,416196
5-9 years,Texas,48,1990,1401755
5-9 years,Texas,48,1991,1413384
5-9 years,Texas,48,1992,1422325
5-9 years,Texas,48,1993,1433422
5-9 years,Texas,48,1994,1456789
5-9 years,Texas,48,1995,1478983
5-9 years,Texas,48,1996,1523270
5-9 years,Texas,48,1997,1565139
5-9 years,Texas,48,1998,1609216
5-9 years,Texas,48,1999,1640288
5-9 years,Texas,48,2000,1650665
5-9 years,Texas,48,2001,1645825
5-9 years,Texas,48,2002,1639044
5-9 years,Texas,48,2003,1636310
5-9 years,Texas,48,2004,1637863
5-9 years,Texas,48,2005,1657778
5-9 years,Texas,48,2006,1718006
5-9 years,Texas,48,2007,1769005
5-9 years,Texas,48,2008,1823831
5-9 years,Texas,48,2009,1888686
5-9 years,Texas,48,2010,1931066
5-9 years,Texas,48,2011,1948780
5-9 years,Texas,48,2012,1976554
5-9 years,Texas,48,2013,2000914
5-9 years,Texas,48,2014,2017768
5-9 years,Texas,48,2015,2037434
5-9 years,Texas,48,2016,2050000
5-9 years,Texas,48,2017,2048892
5-9 years,Texas,48,2018,2047922
5-9 years,Texas,48,2019,2065856
5-9 years,Texas,48,2020,2086674
5-9 years,Utah,49,1990,180890
5-9 years,Utah,49,1991,177728
5-9 years,Utah,49,1992,174448
5-9 years,Utah,49,1993,173703
5-9 years,Utah,49,1994,175121
5-9 years,Utah,49,1995,176467
5-9 years,Utah,49,1996,178937
5-9 years,Utah,49,1997,183888
5-9 years,Utah,49,1998,188302
5-9 years,Utah,49,1999,190841
5-9 years,Utah,49,2000,192897
5-9 years,Utah,49,2001,193565
5-9 years,Utah,49,2002,195285
5-9 years,Utah,49,2003,198055
5-9 years,Utah,49,2004,203697
5-9 years,Utah,49,2005,210046
5-9 years,Utah,49,2006,218609
5-9 years,Utah,49,2007,228079
5-9 years,Utah,49,2008,237313
5-9 years,Utah,49,2009,245633
5-9 years,Utah,49,2010,250361
5-9 years,Utah,49,2011,253744
5-9 years,Utah,49,2012,257594
5-9 years,Utah,49,2013,260603
5-9 years,Utah,49,2014,261043
5-9 years,Utah,49,2015,261706
5-9 years,Utah,49,2016,262316
5-9 years,Utah,49,2017,260529
5-9 years,Utah,49,2018,260083
5-9 years,Utah,49,2019,259417
5-9 years,Utah,49,2020,258247
5-9 years,Vermont,50,1990,41443
5-9 years,Vermont,50,1991,42272
5-9 years,Vermont,50,1992,42694
5-9 years,Vermont,50,1993,43198
5-9 years,Vermont,50,1994,44108
5-9 years,Vermont,50,1995,44576
5-9 years,Vermont,50,1996,44441
5-9 years,Vermont,50,1997,43686
5-9 years,Vermont,50,1998,42786
5-9 years,Vermont,50,1999,41931
5-9 years,Vermont,50,2000,40909
5-9 years,Vermont,50,2001,39561
5-9 years,Vermont,50,2002,38334
5-9 years,Vermont,50,2003,37256
5-9 years,Vermont,50,2004,36348
5-9 years,Vermont,50,2005,35345
5-9 years,Vermont,50,2006,35114
5-9 years,Vermont,50,2007,34804
5-9 years,Vermont,50,2008,34933
5-9 years,Vermont,50,2009,34756
5-9 years,Vermont,50,2010,34520
5-9 years,Vermont,50,2011,34206
5-9 years,Vermont,50,2012,34083
5-9 years,Vermont,50,2013,33659
5-9 years,Vermont,50,2014,32907
5-9 years,Vermont,50,2015,32429
5-9 years,Vermont,50,2016,31924
5-9 years,Vermont,50,2017,31617
5-9 years,Vermont,50,2018,31321
5-9 years,Vermont,50,2019,31282
5-9 years,Vermont,50,2020,31177
5-9 years,Virginia,51,1990,425265
5-9 years,Virginia,51,1991,433182
5-9 years,Virginia,51,1992,440920
5-9 years,Virginia,51,1993,447751
5-9 years,Virginia,51,1994,458574
5-9 years,Virginia,51,1995,470233
5-9 years,Virginia,51,1996,478671
5-9 years,Virginia,51,1997,487136
