Age Group,State,State Code,Yearly July 1st Estimates,Population
10-14 years,Louisiana,22,2008,305089
10-14 years,Louisiana,22,2009,304767
10-14 years,Louisiana,22,2010,307781
10-14 years,Louisiana,22,2011,310322
10-14 years,Louisiana,22,2012,309995
10-14 years,Louisiana,22,2013,308813
10-14 years,Louisiana,22,2014,307480
10-14 years,Louisiana,22,2015,304927
10-14 years,Louisiana,22,2016,304306
10-14 years,Louisiana,22,2017,306291
10-14 years,Louisiana,22,2018,307748
10-14 years,Louisiana,22,2019,307131
10-14 years,Louisiana,22,2020,304821
10-14 years,Maine,23,1990,83950
10-14 years,Maine,23,1991,86060
10-14 years,Maine,23,1992,87770
10-14 years,Maine,23,1993,89315
10-14 years,Maine,23,1994,90440
10-14 years,Maine,23,1995,90869
10-14 years,Maine,23,1996,91664
10-14 years,Maine,23,1997,91461
10-14 years,Maine,23,1998,92043
10-14 years,Maine,23,1999,92200
10-14 years,Maine,23,2000,92584
10-14 years,Maine,23,2001,92720
10-14 years,Maine,23,2002,92614
10-14 years,Maine,23,2003,91740
10-14 years,Maine,23,2004,90119
10-14 years,Maine,23,2005,87574
10-14 years,Maine,23,2006,85366
10-14 years,Maine,23,2007,83154
10-14 years,Maine,23,2008,80956
10-14 years,Maine,23,2009,79945
10-14 years,Maine,23,2010,78784
10-14 years,Maine,23,2011,77977
10-14 years,Maine,23,2012,76856
10-14 years,Maine,23,2013,75745
10-14 years,Maine,23,2014,74925
10-14 years,Maine,23,2015,73978
10-14 years,Maine,23,2016,73541
10-14 years,Maine,23,2017,73615
10-14 years,Maine,23,2018,73296
10-14 years,Maine,23,2019,72705
10-14 years,Maine,23,2020,71960
10-14 years,Maryland,24,1990,300849
10-14 years,Maryland,24,1991,312794
10-14 years,Maryland,24,1992,324124
10-14 years,Maryland,24,1993,336344
10-14 years,Maryland,24,1994,344022
10-14 years,Maryland,24,1995,351743
10-14 years,Maryland,24,1996,355892
10-14 years,Maryland,24,1997,363384
10-14 years,Maryland,24,1998,373108
10-14 years,Maryland,24,1999,383228
10-14 years,Maryland,24,2000,394250
10-14 years,Maryland,24,2001,404445
10-14 years,Maryland,24,2002,412329
10-14 years,Maryland,24,2003,415003
10-14 years,Maryland,24,2004,413112
10-14 years,Maryland,24,2005,406845
10-14 years,Maryland,24,2006,398974
10-14 years,Maryland,24,2007,390548
10-14 years,Maryland,24,2008,382653
10-14 years,Maryland,24,2009,380428
10-14 years,Maryland,24,2010,379140
10-14 years,Maryland,24,2011,379108
10-14 years,Maryland,24,2012,377717
10-14 years,Maryland,24,2013,376224
10-14 years,Maryland,24,2014,376278
10-14 years,Maryland,24,2015,374093
10-14 years,Maryland,24,2016,373225
10-14 years,Maryland,24,2017,375985
10-14 years,Maryland,24,2018,378604
10-14 years,Maryland,24,2019,377895
10-14 years,Maryland,24,2020,377704
10-14 years,Massachusetts,25,1990,344985
10-14 years,Massachusetts,25,1991,354730
10-14 years,Massachusetts,25,1992,362103
10-14 years,Massachusetts,25,1993,372957
10-14 years,Massachusetts,25,1994,379364
10-14 years,Massachusetts,25,1995,386082
10-14 years,Massachusetts,25,1996,394855
10-14 years,Massachusetts,25,1997,401281
10-14 years,Massachusetts,25,1998,412266
10-14 years,Massachusetts,25,1999,422958
10-14 years,Massachusetts,25,2000,433272
10-14 years,Massachusetts,25,2001,441121
10-14 years,Massachusetts,25,2002,444119
10-14 years,Massachusetts,25,2003,443466
10-14 years,Massachusetts,25,2004,438525
10-14 years,Massachusetts,25,2005,429288
10-14 years,Massachusetts,25,2006,420942
10-14 years,Massachusetts,25,2007,414745
10-14 years,Massachusetts,25,2008,409756
10-14 years,Massachusetts,25,2009,407451
10-14 years,Massachusetts,25,2010,405019
10-14 years,Massachusetts,25,2011,402870
10-14 years,Massachusetts,25,2012,401088
10-14 years,Massachusetts,25,2013,400273
10-14 years,Massachusetts,25,2014,399314
10-14 years,Massachusetts,25,2015,395326
10-14 years,Massachusetts,25,2016,392114
10-14 years,Massachusetts,25,2017,391108
10-14 years,Massachusetts,25,2018,388988
10-14 years,Massachusetts,25,2019,383290
10-14 years,Massachusetts,25,2020,379381
10-14 years,Michigan,26,1990,664991
10-14 years,Michigan,26,1991,681651
10-14 years,Michigan,26,1992,691723
10-14 years,Michigan,26,1993,702209
10-14 years,Michigan,26,1994,702944
10-14 years,Michigan,26,1995,707814
10-14 years,Michigan,26,1996,712911
10-14 years,Michigan,26,1997,717467
10-14 years,Michigan,26,1998,724625
10-14 years,Michigan,26,1999,737022
10-14 years,Michigan,26,2000,749920
10-14 years,Michigan,26,2001,761910
10-14 years,Michigan,26,2002,770306
10-14 years,Michigan,26,2003,770745
10-14 years,Michigan,26,2004,766696
10-14 years,Michigan,26,2005,749448
10-14 years,Michigan,26,2006,730633
10-14 years,Michigan,26,2007,711659
10-14 years,Michigan,26,2008,696597
10-14 years,Michigan,26,2009,684016
10-14 years,Michigan,26,2010,673397
10-14 years,Michigan,26,2011,668073
10-14 years,Michigan,26,2012,659659
10-14 years,Michigan,26,2013,651608
10-14 years,Michigan,26,2014,645023
10-14 years,Michigan,26,2015,634698
10-14 years,Michigan,26,2016,626567
10-14 years,Michigan,26,2017,623791
10-14 years,Michigan,26,2018,619464
10-14 years,Michigan,26,2019,610860
10-14 years,Michigan,26,2020,604840
10-14 years,Minnesota,27,1990,316684
10-14 years,Minnesota,27,1991,330060
10-14 years,Minnesota,27,1992,343871
10-14 years,Minnesota,27,1993,354115
10-14 years,Minnesota,27,1994,359204
10-14 years,Minnesota,27,1995,362320
10-14 years,Minnesota,27,1996,364572
10-14 years,Minnesota,27,1997,366451
10-14 years,Minnesota,27,1998,369802
10-14 years,Minnesota,27,1999,374016
10-14 years,Minnesota,27,2000,377027
10-14 years,Minnesota,27,2001,378149
10-14 years,Minnesota,27,2002,378458
10-14 years,Minnesota,27,2003,376274
10-14 years,Minnesota,27,2004,372735
10-14 years,Minnesota,27,2005,365866
10-14 years,Minnesota,27,2006,361903
10-14 years,Minnesota,27,2007,357447
10-14 years,Minnesota,27,2008,354831
10-14 years,Minnesota,27,2009,352721
10-14 years,Minnesota,27,2010,352540
10-14 years,Minnesota,27,2011,353650
10-14 years,Minnesota,27,2012,353131
10-14 years,Minnesota,27,2013,354931
10-14 years,Minnesota,27,2014,358304
10-14 years,Minnesota,27,2015,359528
10-14 years,Minnesota,27,2016,362325
10-14 years,Minnesota,27,2017,367723
10-14 years,Minnesota,27,2018,371037
10-14 years,Minnesota,27,2019,370226
10-14 years,Minnesota,27,2020,369664
10-14 years,Mississippi,28,1990,209032
10-14 years,Mississippi,28,1991,214458
10-14 years,Mississippi,28,1992,219300
10-14 years,Mississippi,28,1993,221925
10-14 years,Mississippi,28,1994,222693
10-14 years,Mississippi,28,1995,221634
10-14 years,Mississippi,28,1996,219861
10-14 years,Mississippi,28,1997,218258
10-14 years,Mississippi,28,1998,216317
10-14 years,Mississippi,28,1999,217856
10-14 years,Mississippi,28,2000,219609
10-14 years,Mississippi,28,2001,219870
10-14 years,Mississippi,28,2002,220758
10-14 years,Mississippi,28,2003,222566
10-14 years,Mississippi,28,2004,221924
10-14 years,Mississippi,28,2005,218772
10-14 years,Mississippi,28,2006,215913
10-14 years,Mississippi,28,2007,212808
10-14 years,Mississippi,28,2008,209833
10-14 years,Mississippi,28,2009,208412
10-14 years,Mississippi,28,2010,208395
10-14 years,Mississippi,28,2011,208995
10-14 years,Mississippi,28,2012,208025
10-14 years,Mississippi,28,2013,206416
10-14 years,Mississippi,28,2014,205370
10-14 years,Mississippi,28,2015,203134
10-14 years,Mississippi,28,2016,202864
10-14 years,Mississippi,28,2017,205613
10-14 years,Mississippi,28,2018,206984
10-14 years,Mississippi,28,2019,206319
10-14 years,Mississippi,28,2020,203643
10-14 years,Missouri,29,1990,360957
10-14 years,Missouri,29,1991,373027
10-14 years,Missouri,29,1992,382738
10-14 years,Missouri,29,1993,391960
10-14 years,Missouri,29,1994,395529
10-14 years,Missouri,29,1995,398570
10-14 years,Missouri,29,1996,402736
10-14 years,Missouri,29,1997,404498
10-14 years,Missouri,29,1998,407256
10-14 years,Missouri,29,1999,410286
10-14 years,Missouri,29,2000,413823
10-14 years,Missouri,29,2001,415732
10-14 years,Missouri,29,2002,418246
10-14 years,Missouri,29,2003,419276
10-14 years,Missouri,29,2004,417069
10-14 years,Missouri,29,2005,410991
10-14 years,Missouri,29,2006,406907
10-14 years,Missouri,29,2007,401599
10-14 years,Missouri,29,2008,398368
10-14 years,Missouri,29,2009,397060
10-14 years,Missouri,29,2010,397092
10-14 years,Missouri,29,2011,396870
10-14 years,Missouri,29,2012,394394
10-14 years,Missouri,29,2013,392392
10-14 years,Missouri,29,2014,390921
10-14 years,Missouri,29,2015,388682
10-14 years,Missouri,29,2016,388678
10-14 years,Missouri,29,2017,390911
10-14 years,Missouri,29,2018,392745
10-14 years,Missouri,29,2019,391901
10-14 years,Missouri,29,2020,390001
10-14 years,Montana,30,1990,63389
10-14 years,Montana,30,1991,65317
10-14 years,Montana,30,1992,68161
10-14 years,Montana,30,1993,70598
10-14 years,Montana,30,1994,71770
10-14 years,Montana,30,1995,71803
10-14 years,Montana,30,1996,71476
10-14 years,Montana,30,1997,70408
10-14 years,Montana,30,1998,69880
10-14 years,Montana,30,1999,69715
10-14 years,Montana,30,2000,69500
10-14 years,Montana,30,2001,68599
10-14 years,Montana,30,2002,68041
10-14 years,Montana,30,2003,66887
10-14 years,Montana,30,2004,65968
10-14 years,Montana,30,2005,64442
10-14 years,Montana,30,2006,63317
10-14 years,Montana,30,2007,62509
10-14 years,Montana,30,2008,61949
10-14 years,Montana,30,2009,61539
10-14 years,Montana,30,2010,61116
10-14 years,Montana,30,2011,61383
10-14 years,Montana,30,2012,61412
10-14 years,Montana,30,2013,61691
10-14 years,Montana,30,2014,62131
10-14 years,Montana,30,2015,62618
10-14 years,Montana,30,2016,63310
10-14 years,Montana,30,2017,64552
10-14 years,Montana,30,2018,65325
10-14 years,Montana,30,2019,65640
10-14 years,Montana,30,2020,66038
10-14 years,Nebraska,31,1990,117892
10-14 years,Nebraska,31,1991,122278
10-14 years,Nebraska,31,1992,125253
10-14 years,Nebraska,31,1993,128515
10-14 years,Nebraska,31,1994,130220
10-14 years,Nebraska,31,1995,130645
10-14 years,Nebraska,31,1996,130546
10-14 years,Nebraska,31,1997,130191
10-14 years,Nebraska,31,1998,129637
10-14 years,Nebraska,31,1999,129603
10-14 years,Nebraska,31,2000,129380
10-14 years,Nebraska,31,2001,128883
10-14 years,Nebraska,31,2002,128853
10-14 years,Nebraska,31,2003,128365
10-14 years,Nebraska,31,2004,127717
10-14 years,Nebraska,31,2005,125798
10-14 years,Nebraska,31,2006,124213
10-14 years,Nebraska,31,2007,122973
10-14 years,Nebraska,31,2008,122239
10-14 years,Nebraska,31,2009,122516
10-14 years,Nebraska,31,2010,123033
10-14 years,Nebraska,31,2011,124296
10-14 years,Nebraska,31,2012,125706
10-14 years,Nebraska,31,2013,127385
10-14 years,Nebraska,31,2014,128989
10-14 years,Nebraska,31,2015,130087
10-14 years,Nebraska,31,2016,131596
10-14 years,Nebraska,31,2017,132859
10-14 years,Nebraska,31,2018,133746
10-14 years,Nebraska,31,2019,133910
10-14 years,Nebraska,31,2020,133640
10-14 years,Nevada,32,1990,81270
10-14 years,Nevada,32,1991,84258
10-14 years,Nevada,32,1992,88604
10-14 years,Nevada,32,1993,94608
10-14 years,Nevada,32,1994,100360
10-14 years,Nevada,32,1995,105424
10-14 years,Nevada,32,1996,111828
10-14 years,Nevada,32,1997,117999
10-14 years,Nevada,32,1998,124838
10-14 years,Nevada,32,1999,132843
10-14 years,Nevada,32,2000,140958
10-14 years,Nevada,32,2001,148220
10-14 years,Nevada,32,2002,155641
10-14 years,Nevada,32,2003,161977
10-14 years,Nevada,32,2004,168641
10-14 years,Nevada,32,2005,172504
10-14 years,Nevada,32,2006,177274
10-14 years,Nevada,32,2007,180806
10-14 years,Nevada,32,2008,181778
10-14 years,Nevada,32,2009,182792
10-14 years,Nevada,32,2010,182893
10-14 years,Nevada,32,2011,182225
10-14 years,Nevada,32,2012,181892
10-14 years,Nevada,32,2013,182871
10-14 years,Nevada,32,2014,184106
10-14 years,Nevada,32,2015,185784
10-14 years,Nevada,32,2016,188371
10-14 years,Nevada,32,2017,192735
10-14 years,Nevada,32,2018,197347
10-14 years,Nevada,32,2019,199786
10-14 years,Nevada,32,2020,200809
10-14 years,New Hampshire,33,1990,71274
10-14 years,New Hampshire,33,1991,74372
10-14 years,New Hampshire,33,1992,77393
10-14 years,New Hampshire,33,1993,80017
10-14 years,New Hampshire,33,1994,82056
10-14 years,New Hampshire,33,1995,83688
10-14 years,New Hampshire,33,1996,85232
10-14 years,New Hampshire,33,1997,86852
10-14 years,New Hampshire,33,1998,89531
10-14 years,New Hampshire,33,1999,91850
10-14 years,New Hampshire,33,2000,93825
10-14 years,New Hampshire,33,2001,95415
10-14 years,New Hampshire,33,2002,96202
10-14 years,New Hampshire,33,2003,96033
10-14 years,New Hampshire,33,2004,94723
10-14 years,New Hampshire,33,2005,93144
10-14 years,New Hampshire,33,2006,91154
10-14 years,New Hampshire,33,2007,89421
10-14 years,New Hampshire,33,2008,87644
10-14 years,New Hampshire,33,2009,86204
10-14 years,New Hampshire,33,2010,84205
10-14 years,New Hampshire,33,2011,82755
10-14 years,New Hampshire,33,2012,81501
10-14 years,New Hampshire,33,2013,80433
10-14 years,New Hampshire,33,2014,79505
10-14 years,New Hampshire,33,2015,78601
10-14 years,New Hampshire,33,2016,77897
10-14 years,New Hampshire,33,2017,77241
10-14 years,New Hampshire,33,2018,76195
10-14 years,New Hampshire,33,2019,74828
10-14 years,New Hampshire,33,2020,73683
10-14 years,New Jersey,34,1990,481044
10-14 years,New Jersey,34,1991,490674
10-14 years,New Jersey,34,1992,500654
10-14 years,New Jersey,34,1993,511819
10-14 years,New Jersey,34,1994,519731
10-14 years,New Jersey,34,1995,526624
10-14 years,New Jersey,34,1996,534983
10-14 years,New Jersey,34,1997,542534
10-14 years,New Jersey,34,1998,555003
10-14 years,New Jersey,34,1999,574638
10-14 years,New Jersey,34,2000,593328
10-14 years,New Jersey,34,2001,608241
10-14 years,New Jersey,34,2002,619466
10-14 years,New Jersey,34,2003,624294
10-14 years,New Jersey,34,2004,622552
10-14 years,New Jersey,34,2005,614396
10-14 years,New Jersey,34,2006,607070
10-14 years,New Jersey,34,2007,599124
10-14 years,New Jersey,34,2008,592753
10-14 years,New Jersey,34,2009,588494
10-14 years,New Jersey,34,2010,586519
10-14 years,New Jersey,34,2011,583230
10-14 years,New Jersey,34,2012,577609
10-14 years,New Jersey,34,2013,573555
10-14 years,New Jersey,34,2014,570886
10-14 years,New Jersey,34,2015,564901
10-14 years,New Jersey,34,2016,560834
10-14 years,New Jersey,34,2017,560653
10-14 years,New Jersey,34,2018,558429
10-14 years,New Jersey,34,2019,552588
10-14 years,New Jersey,34,2020,548860
10-14 years,New Mexico,35,1990,123057
10-14 years,New Mexico,35,1991,127991
10-14 years,New Mexico,35,1992,133088
10-14 years,New Mexico,35,1993,139664
10-14 years,New Mexico,35,1994,143210
10-14 years,New Mexico,35,1995,145583
10-14 years,New Mexico,35,1996,146562
10-14 years,New Mexico,35,1997,147966
10-14 years,New Mexico,35,1998,146960
10-14 years,New Mexico,35,1999,147076
10-14 years,New Mexico,35,2000,147881
10-14 years,New Mexico,35,2001,147770
10-14 years,New Mexico,35,2002,147664
10-14 years,New Mexico,35,2003,147369
10-14 years,New Mexico,35,2004,146363
10-14 years,New Mexico,35,2005,144457
10-14 years,New Mexico,35,2006,142775
10-14 years,New Mexico,35,2007,141142
10-14 years,New Mexico,35,2008,139938
10-14 years,New Mexico,35,2009,140310
10-14 years,New Mexico,35,2010,142004
10-14 years,New Mexico,35,2011,142791
10-14 years,New Mexico,35,2012,142713
10-14 years,New Mexico,35,2013,142416
10-14 years,New Mexico,35,2014,141343
10-14 years,New Mexico,35,2015,140379
10-14 years,New Mexico,35,2016,139965
10-14 years,New Mexico,35,2017,140277
10-14 years,New Mexico,35,2018,140253
10-14 years,New Mexico,35,2019,139872
10-14 years,New Mexico,35,2020,138955
10-14 years,New York,36,1990,1132772
10-14 years,New York,36,1991,1160801
10-14 years,New York,36,1992,1184143
10-14 years,New York,36,1993,1206265
10-14 years,New York,36,1994,1220506
10-14 years,New York,36,1995,1233656
10-14 years,New York,36,1996,1246979
10-14 years,New York,36,1997,1256707
10-14 years,New York,36,1998,1268911
10-14 years,New York,36,1999,1302892
10-14 years,New York,36,2000,1337562
10-14 years,New York,36,2001,1359680
10-14 years,New York,36,2002,1373601
10-14 years,New York,36,2003,1374781
10-14 years,New York,36,2004,1358837
10-14 years,New York,36,2005,1326966
10-14 years,New York,36,2006,1297452
10-14 years,New York,36,2007,1265844
10-14 years,New York,36,2008,1240752
10-14 years,New York,36,2009,1222418
10-14 years,New York,36,2010,1208362
10-14 years,New York,36,2011,1198236
10-14 years,New York,36,2012,1186218
10-14 years,New York,36,2013,1176345
10-14 years,New York,36,2014,1166767
10-14 years,New York,36,2015,1151620
10-14 years,New York,36,2016,1137811
10-14 years,New York,36,2017,1128874
10-14 years,New York,36,2018,1118063
10-14 years,New York,36,2019,1100706
10-14 years,New York,36,2020,1090249
10-14 years,North Carolina,37,1990,440366
10-14 years,North Carolina,37,1991,446074
10-14 years,North Carolina,37,1992,455102
10-14 years,North Carolina,37,1993,465579
10-14 years,North Carolina,37,1994,473808
10-14 years,North Carolina,37,1995,482189
10-14 years,North Carolina,37,1996,494141
10-14 years,North Carolina,37,1997,506036
10-14 years,North Carolina,37,1998,518195
10-14 years,North Carolina,37,1999,536658
10-14 years,North Carolina,37,2000,554863
10-14 years,North Carolina,37,2001,572993
10-14 years,North Carolina,37,2002,586567
10-14 years,North Carolina,37,2003,596593
10-14 years,North Carolina,37,2004,600811
10-14 years,North Carolina,37,2005,601958
10-14 years,North Carolina,37,2006,603991
10-14 years,North Carolina,37,2007,610065
10-14 years,North Carolina,37,2008,616255
10-14 years,North Carolina,37,2009,624717
10-14 years,North Carolina,37,2010,633382
10-14 years,North Carolina,37,2011,642712
10-14 years,North Carolina,37,2012,648053
10-14 years,North Carolina,37,2013,650516
10-14 years,North Carolina,37,2014,652376
10-14 years,North Carolina,37,2015,650430
10-14 years,North Carolina,37,2016,651520
10-14 years,North Carolina,37,2017,658753
10-14 years,North Carolina,37,2018,665002
10-14 years,North Carolina,37,2019,666861
10-14 years,North Carolina,37,2020,666756
10-14 years,North Dakota,38,1990,47547
10-14 years,North Dakota,38,1991,49110
10-14 years,North Dakota,38,1992,50448
10-14 years,North Dakota,38,1993,51580
10-14 years,North Dakota,38,1994,51950
10-14 years,North Dakota,38,1995,51652
10-14 years,North Dakota,38,1996,51012
10-14 years,North Dakota,38,1997,49815
10-14 years,North Dakota,38,1998,48845
10-14 years,North Dakota,38,1999,48152
10-14 years,North Dakota,38,2000,47496
10-14 years,North Dakota,38,2001,46102
10-14 years,North Dakota,38,2002,45415
10-14 years,North Dakota,38,2003,44440
10-14 years,North Dakota,38,2004,43684
10-14 years,North Dakota,38,2005,42713
10-14 years,North Dakota,38,2006,41869
10-14 years,North Dakota,38,2007,40978
10-14 years,North Dakota,38,2008,40508
10-14 years,North Dakota,38,2009,39961
10-14 years,North Dakota,38,2010,39809
10-14 years,North Dakota,38,2011,39967
10-14 years,North Dakota,38,2012,40655
10-14 years,North Dakota,38,2013,41712
10-14 years,North Dakota,38,2014,43042
10-14 years,North Dakota,38,2015,44647
10-14 years,North Dakota,38,2016,45575
10-14 years,North Dakota,38,2017,46686
10-14 years,North Dakota,38,2018,47745
10-14 years,North Dakota,38,2019,48681
10-14 years,North Dakota,38,2020,49156
10-14 years,Ohio,39,1990,760037
10-14 years,Ohio,39,1991,781223
10-14 years,Ohio,39,1992,799101
10-14 years,Ohio,39,1993,810582
10-14 years,Ohio,39,1994,813437
10-14 years,Ohio,39,1995,811400
10-14 years,Ohio,39,1996,811062
10-14 years,Ohio,39,1997,812276
10-14 years,Ohio,39,1998,815271
10-14 years,Ohio,39,1999,823530
10-14 years,Ohio,39,2000,830437
10-14 years,Ohio,39,2001,836987
10-14 years,Ohio,39,2002,841617
10-14 years,Ohio,39,2003,841279
10-14 years,Ohio,39,2004,835264
10-14 years,Ohio,39,2005,821312
10-14 years,Ohio,39,2006,809421
10-14 years,Ohio,39,2007,795103
10-14 years,Ohio,39,2008,785304
10-14 years,Ohio,39,2009,778668
10-14 years,Ohio,39,2010,773912
10-14 years,Ohio,39,2011,771528
10-14 years,Ohio,39,2012,766046
10-14 years,Ohio,39,2013,759976
10-14 years,Ohio,39,2014,754975
10-14 years,Ohio,39,2015,745689
10-14 years,Ohio,39,2016,739469
10-14 years,Ohio,39,2017,739515
10-14 years,Ohio,39,2018,738020
10-14 years,Ohio,39,2019,732625
10-14 years,Ohio,39,2020,727742
10-14 years,Oklahoma,40,1990,233260
10-14 years,Oklahoma,40,1991,239868
10-14 years,Oklahoma,40,1992,247388
10-14 years,Oklahoma,40,1993,254552
10-14 years,Oklahoma,40,1994,258211
10-14 years,Oklahoma,40,1995,259674
10-14 years,Oklahoma,40,1996,259147
10-14 years,Oklahoma,40,1997,257306
10-14 years,Oklahoma,40,1998,254833
10-14 years,Oklahoma,40,1999,253035
10-14 years,Oklahoma,40,2000,252853
10-14 years,Oklahoma,40,2001,252253
10-14 years,Oklahoma,40,2002,253759
10-14 years,Oklahoma,40,2003,253716
10-14 years,Oklahoma,40,2004,251632
10-14 years,Oklahoma,40,2005,248298
10-14 years,Oklahoma,40,2006,247289
10-14 years,Oklahoma,40,2007,245909
10-14 years,Oklahoma,40,2008,247181
10-14 years,Oklahoma,40,2009,250861
10-14 years,Oklahoma,40,2010,254565
10-14 years,Oklahoma,40,2011,257822
10-14 years,Oklahoma,40,2012,260088
10-14 years,Oklahoma,40,2013,261778
10-14 years,Oklahoma,40,2014,263684
10-14 years,Oklahoma,40,2015,264911
10-14 years,Oklahoma,40,2016,266255
10-14 years,Oklahoma,40,2017,268074
10-14 years,Oklahoma,40,2018,269861
10-14 years,Oklahoma,40,2019,270241
10-14 years,Oklahoma,40,2020,270884
10-14 years,Oregon,41,1990,206330
10-14 years,Oregon,41,1991,212735
10-14 years,Oregon,41,1992,220323
10-14 years,Oregon,41,1993,225094
10-14 years,Oregon,41,1994,229310
10-14 years,Oregon,41,1995,232121
10-14 years,Oregon,41,1996,233960
10-14 years,Oregon,41,1997,236232
10-14 years,Oregon,41,1998,237824
10-14 years,Oregon,41,1999,240424
10-14 years,Oregon,41,2000,243176
10-14 years,Oregon,41,2001,245956
10-14 years,Oregon,41,2002,248112
10-14 years,Oregon,41,2003,248885
10-14 years,Oregon,41,2004,246098
10-14 years,Oregon,41,2005,243214
10-14 years,Oregon,41,2006,242105
10-14 years,Oregon,41,2007,241373
10-14 years,Oregon,41,2008,241418
10-14 years,Oregon,41,2009,242019
10-14 years,Oregon,41,2010,242552
10-14 years,Oregon,41,2011,242636
10-14 years,Oregon,41,2012,240988
10-14 years,Oregon,41,2013,239908
10-14 years,Oregon,41,2014,240668
10-14 years,Oregon,41,2015,240588
10-14 years,Oregon,41,2016,242799
10-14 years,Oregon,41,2017,246410
10-14 years,Oregon,41,2018,248809
10-14 years,Oregon,41,2019,249098
10-14 years,Oregon,41,2020,249649
10-14 years,Pennsylvania,42,1990,754112
10-14 years,Pennsylvania,42,1991,773589
10-14 years,Pennsylvania,42,1992,794453
10-14 years,Pennsylvania,42,1993,813644
10-14 years,Pennsylvania,42,1994,822097
10-14 years,Pennsylvania,42,1995,826624
10-14 years,Pennsylvania,42,1996,831788
10-14 years,Pennsylvania,42,1997,838046
10-14 years,Pennsylvania,42,1998,845523
10-14 years,Pennsylvania,42,1999,856318
10-14 years,Pennsylvania,42,2000,866145
10-14 years,Pennsylvania,42,2001,873510
10-14 years,Pennsylvania,42,2002,876455
10-14 years,Pennsylvania,42,2003,875375
10-14 years,Pennsylvania,42,2004,867742
10-14 years,Pennsylvania,42,2005,852112
10-14 years,Pennsylvania,42,2006,838105
10-14 years,Pennsylvania,42,2007,822703
10-14 years,Pennsylvania,42,2008,807692
10-14 years,Pennsylvania,42,2009,797025
10-14 years,Pennsylvania,42,2010,789640
10-14 years,Pennsylvania,42,2011,785027
10-14 years,Pennsylvania,42,2012,777944
10-14 years,Pennsylvania,42,2013,772448
10-14 years,Pennsylvania,42,2014,768229
10-14 years,Pennsylvania,42,2015,759737
10-14 years,Pennsylvania,42,2016,754469
10-14 years,Pennsylvania,42,2017,755667
10-14 years,Pennsylvania,42,2018,755709
10-14 years,Pennsylvania,42,2019,749709
10-14 years,Pennsylvania,42,2020,745345
10-14 years,Rhode Island,44,1990,58909
10-14 years,Rhode Island,44,1991,60672
10-14 years,Rhode Island,44,1992,62059
10-14 years,Rhode Island,44,1993,63701
10-14 years,Rhode Island,44,1994,64051
10-14 years,Rhode Island,44,1995,64524
10-14 years,Rhode Island,44,1996,64810
10-14 years,Rhode Island,44,1997,65610
10-14 years,Rhode Island,44,1998,66540
10-14 years,Rhode Island,44,1999,69692
10-14 years,Rhode Island,44,2000,71691
10-14 years,Rhode Island,44,2001,73424
10-14 years,Rhode Island,44,2002,74373
10-14 years,Rhode Island,44,2003,74532
10-14 years,Rhode Island,44,2004,73730
10-14 years,Rhode Island,44,2005,71505
10-14 years,Rhode Island,44,2006,69179
10-14 years,Rhode Island,44,2007,67375
10-14 years,Rhode Island,44,2008,65974
10-14 years,Rhode Island,44,2009,64521
10-14 years,Rhode Island,44,2010,63638
10-14 years,Rhode Island,44,2011,62884
10-14 years,Rhode Island,44,2012,62044
10-14 years,Rhode Island,44,2013,61474
10-14 years,Rhode Island,44,2014,60890
10-14 years,Rhode Island,44,2015,60500
10-14 years,Rhode Island,44,2016,60198
10-14 years,Rhode Island,44,2017,59495
10-14 years,Rhode Island,44,2018,58934
10-14 years,Rhode Island,44,2019,57725
10-14 years,Rhode Island,44,2020,56783
10-14 years,South Carolina,45,1990,252687
10-14 years,South Carolina,45,1991,259941
10-14 years,South Carolina,45,1992,264441
10-14 years,South Carolina,45,1993,268129
10-14 years,South Carolina,45,1994,270742
10-14 years,South Carolina,45,1995,271161
10-14 years,South Carolina,45,1996,274331
10-14 years,South Carolina,45,1997,278213
10-14 years,South Carolina,45,1998,281433
10-14 years,South Carolina,45,1999,285947
10-14 years,South Carolina,45,2000,292066
10-14 years,South Carolina,45,2001,298166
10-14 years,South Carolina,45,2002,302007
10-14 years,South Carolina,45,2003,304439
10-14 years,South Carolina,45,2004,302629
10-14 years,South Carolina,45,2005,298023
10-14 years,South Carolina,45,2006,295459
10-14 years,South Carolina,45,2007,293680
10-14 years,South Carolina,45,2008,293622
10-14 years,South Carolina,45,2009,295405
10-14 years,South Carolina,45,2010,297901
10-14 years,South Carolina,45,2011,300642
10-14 years,South Carolina,45,2012,302260
10-14 years,South Carolina,45,2013,303422
10-14 years,South Carolina,45,2014,304890
10-14 years,South Carolina,45,2015,305209
10-14 years,South Carolina,45,2016,307706
10-14 years,South Carolina,45,2017,314311
10-14 years,South Carolina,45,2018,320206
10-14 years,South Carolina,45,2019,324648
10-14 years,South Carolina,45,2020,327318
10-14 years,South Dakota,46,1990,55787
10-14 years,South Dakota,46,1991,57995
10-14 years,South Dakota,46,1992,60543
10-14 years,South Dakota,46,1993,61999
10-14 years,South Dakota,46,1994,62325
10-14 years,South Dakota,46,1995,62048
10-14 years,South Dakota,46,1996,60896
10-14 years,South Dakota,46,1997,60622
10-14 years,South Dakota,46,1998,60047
10-14 years,South Dakota,46,1999,59848
10-14 years,South Dakota,46,2000,59650
10-14 years,South Dakota,46,2001,58678
